                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.5603,                 1.2406,                  1.634,                0.68631,                0.54343,                 0.5753,                0.30073,                  1.561,                 1.1209,                 1.7429,               0.008383,               0.008383,               0.008383
                     51,                 1.5472,                 1.2217,                 1.6302,                0.71546,                0.54397,                0.58927,                0.30828,                  1.551,                 1.1029,                 1.7334,                0.00835,                0.00835,                0.00835
                     52,                  1.532,                 1.2185,                 1.6177,                 0.6988,                0.54401,                 0.5882,                0.30987,                  1.537,                 1.1081,                 1.7237,               0.008317,               0.008317,               0.008317
                     53,                 1.5315,                  1.208,                 1.6155,                0.70317,                0.55035,                0.59975,                0.32181,                 1.5265,                  1.084,                 1.7193,               0.008284,               0.008284,               0.008284
                     54,                 1.5396,                 1.2317,                 1.6268,                0.69425,                0.53953,                0.59028,                0.31727,                 1.5155,                 1.0944,                 1.7133,               0.008251,               0.008251,               0.008251
                     55,                 1.5348,                 1.2113,                 1.6212,                0.70387,                0.55578,                0.59879,                0.31659,                  1.536,                 1.0741,                 1.7291,               0.008218,               0.008218,               0.008218
                     56,                 1.5393,                 1.2173,                 1.6192,                 0.7028,                0.56383,                0.60118,                0.31679,                 1.5354,                 1.0755,                 1.7234,               0.008185,               0.008185,               0.008185
                     57,                 1.5271,                 1.1984,                 1.6128,                0.71249,                0.54093,                0.59907,                0.32004,                 1.5249,                 1.0801,                 1.7084,               0.008152,               0.008152,               0.008152
                     58,                 1.5203,                 1.1876,                 1.6082,                0.70133,                0.55794,                0.59915,                0.32123,                 1.5185,                 1.0653,                 1.7095,               0.008119,               0.008119,               0.008119
                     59,                 1.5172,                  1.194,                 1.6127,                0.71226,                0.56067,                0.59506,                0.32042,                 1.5192,                 1.0707,                 1.7121,               0.008086,               0.008086,               0.008086
                     60,                 1.5302,                 1.2009,                 1.6189,                0.71588,                0.55701,                0.60605,                0.32575,                 1.5056,                 1.0549,                 1.7045,               0.008053,               0.008053,               0.008053
                     61,                 1.5168,                 1.1913,                 1.6058,                0.70262,                0.55869,                0.60369,                0.32615,                 1.4988,                 1.0597,                 1.6964,                0.00802,                0.00802,                0.00802
                     62,                 1.5059,                 1.1921,                 1.6027,                0.71652,                0.57088,                0.61655,                0.33282,                 1.5025,                 1.0432,                 1.6993,               0.007987,               0.007987,               0.007987
                     63,                 1.5109,                 1.1793,                 1.6077,                0.70971,                0.57001,                0.61481,                0.33148,                  1.504,                 1.0457,                  1.697,               0.007954,               0.007954,               0.007954
                     64,                   1.51,                 1.1763,                 1.5985,                0.73042,                0.56428,                0.61608,                 0.3323,                 1.5044,                 1.0332,                 1.6982,               0.007921,               0.007921,               0.007921
                     65,                 1.5042,                 1.1641,                 1.6043,                0.69821,                0.56624,                0.60945,                 0.3302,                 1.4937,                 1.0366,                 1.6889,               0.007888,               0.007888,               0.007888
                     66,                 1.5136,                 1.1819,                 1.6087,                0.71519,                0.56716,                0.61458,                0.33386,                 1.4955,                 1.0324,                 1.6877,               0.007855,               0.007855,               0.007855
                     67,                 1.5172,                 1.1798,                 1.6084,                0.73172,                0.57696,                 0.6208,                0.33719,                 1.4852,                 1.0336,                 1.6815,               0.007822,               0.007822,               0.007822
                     68,                 1.4898,                  1.164,                 1.5878,                0.73179,                0.56261,                0.61793,                0.33668,                 1.4886,                 1.0205,                 1.6849,               0.007789,               0.007789,               0.007789
                     69,                 1.4989,                  1.159,                 1.5953,                0.72502,                0.57712,                0.62237,                0.33901,                 1.4849,                 1.0128,                 1.6838,               0.007756,               0.007756,               0.007756
                     70,                 1.4982,                 1.1611,                 1.5903,                0.72563,                0.57019,                0.62001,                0.33886,                 1.4886,                 1.0183,                 1.6812,               0.007723,               0.007723,               0.007723
                     71,                 1.4874,                 1.1462,                 1.5918,                0.72464,                0.56908,                0.62122,                0.34304,                 1.4751,                 1.0087,                 1.6744,                0.00769,                0.00769,                0.00769
                     72,                 1.4842,                 1.1484,                 1.5912,                0.73308,                0.57036,                0.62315,                0.34095,                  1.482,                  1.005,                 1.6789,               0.007657,               0.007657,               0.007657
                     73,                 1.4904,                 1.1521,                  1.584,                0.73751,                0.57233,                0.62633,                0.34092,                 1.4724,                 1.0084,                 1.6737,               0.007624,               0.007624,               0.007624
                     74,                 1.4913,                 1.1523,                 1.5907,                0.75128,                  0.567,                0.62611,                0.34319,                 1.4806,                 1.0012,                 1.6806,               0.007591,               0.007591,               0.007591
                     75,                 1.4989,                 1.1642,                 1.5955,                0.75261,                0.57371,                0.63318,                0.34473,                 1.4805,                 1.0067,                 1.6727,               0.007558,               0.007558,               0.007558
                     76,                 1.4791,                  1.143,                  1.572,                0.74011,                0.57537,                0.63136,                0.34622,                 1.4694,                 1.0007,                 1.6668,               0.007525,               0.007525,               0.007525
                     77,                 1.4795,                 1.1224,                  1.584,                0.74332,                0.57525,                0.63107,                 0.3475,                 1.4701,                 1.0009,                 1.6677,               0.007492,               0.007492,               0.007492
                     78,                 1.4901,                 1.1429,                 1.5906,                0.76003,                0.57289,                0.63423,                0.34892,                 1.4647,                0.98749,                 1.6652,               0.007459,               0.007459,               0.007459
                     79,                 1.4905,                 1.1416,                   1.58,                0.75319,                0.57153,                0.63448,                0.34929,                 1.4727,                0.98722,                 1.6679,               0.007426,               0.007426,               0.007426
                     80,                 1.4692,                 1.1288,                  1.579,                0.75101,                0.57651,                0.63717,                0.35036,                 1.4698,                0.98426,                 1.6659,               0.007393,               0.007393,               0.007393
                     81,                 1.4786,                 1.1378,                 1.5836,                0.75622,                0.58301,                0.63632,                 0.3518,                 1.4645,                 0.9752,                 1.6627,                0.00736,                0.00736,                0.00736
                     82,                 1.4723,                 1.1239,                 1.5782,                 0.7528,                0.57778,                0.63721,                0.35413,                  1.468,                0.97626,                 1.6653,               0.007327,               0.007327,               0.007327
                     83,                 1.4767,                 1.1279,                 1.5771,                0.75252,                0.58753,                0.63906,                0.35432,                 1.4663,                0.97188,                 1.6697,               0.007294,               0.007294,               0.007294
                     84,                  1.472,                 1.1206,                 1.5806,                 0.7463,                0.58123,                0.63909,                0.35554,                 1.4577,                0.97322,                 1.6573,               0.007261,               0.007261,               0.007261
                     85,                 1.4612,                 1.1179,                 1.5696,                0.74998,                0.58711,                0.64159,                0.35536,                 1.4568,                0.97021,                 1.6593,               0.007228,               0.007228,               0.007228
                     86,                 1.4631,                 1.1135,                 1.5748,                0.74274,                0.58282,                0.63567,                0.35528,                 1.4525,                 0.9672,                 1.6571,               0.007195,               0.007195,               0.007195
                     87,                 1.4682,                 1.1197,                  1.574,                0.73977,                0.57977,                0.63695,                0.35799,                 1.4517,                0.96912,                 1.6522,               0.007162,               0.007162,               0.007162
                     88,                 1.4587,                 1.1095,                  1.567,                 0.7507,                0.57873,                0.63906,                0.35909,                 1.4483,                0.96548,                 1.6491,               0.007129,               0.007129,               0.007129
                     89,                 1.4657,                 1.1113,                  1.572,                0.74875,                0.58113,                0.64159,                0.35902,                  1.448,                0.96651,                 1.6478,               0.007096,               0.007096,               0.007096
                     90,                 1.4651,                 1.1114,                 1.5655,                0.75701,                0.58321,                0.64444,                0.36302,                 1.4458,                0.96028,                 1.6451,               0.007063,               0.007063,               0.007063
                     91,                 1.4618,                 1.1019,                 1.5662,                0.76556,                0.59141,                0.64874,                0.36292,                 1.4472,                0.95589,                  1.646,                0.00703,                0.00703,                0.00703
                     92,                 1.4614,                 1.1058,                 1.5677,                 0.7626,                0.58814,                0.64759,                0.36515,                 1.4367,                0.95404,                 1.6379,               0.006997,               0.006997,               0.006997
                     93,                 1.4581,                  1.097,                 1.5666,                0.75327,                0.58596,                0.64737,                0.36476,                 1.4352,                0.94978,                 1.6387,               0.006964,               0.006964,               0.006964
                     94,                  1.442,                  1.094,                  1.548,                0.75879,                0.58867,                0.64917,                0.36497,                 1.4326,                0.94423,                 1.6385,               0.006931,               0.006931,               0.006931
                     95,                 1.4461,                 1.0801,                 1.5567,                0.77379,                0.58193,                0.64944,                0.36637,                 1.4336,                 0.9367,                 1.6396,               0.006898,               0.006898,               0.006898
                     96,                 1.4552,                 1.0955,                 1.5644,                0.76892,                0.59054,                0.65118,                0.36815,                 1.4347,                0.93602,                 1.6422,               0.006865,               0.006865,               0.006865
                     97,                 1.4435,                 1.0924,                 1.5621,                0.77358,                 0.5863,                0.65408,                0.36963,                 1.4331,                 0.9351,                 1.6392,               0.006832,               0.006832,               0.006832
                     98,                 1.4429,                 1.0948,                 1.5512,                 0.7739,                0.58923,                0.65513,                 0.3694,                 1.4273,                0.93487,                 1.6344,               0.006799,               0.006799,               0.006799
                     99,                 1.4405,                 1.0875,                 1.5498,                0.77791,                0.58965,                0.65576,                0.37068,                 1.4254,                0.93435,                 1.6325,               0.006766,               0.006766,               0.006766
                    100,                 1.4355,                 1.0846,                 1.5534,                0.76721,                0.59866,                  0.655,                0.37129,                 1.4246,                0.93135,                 1.6314,               0.006733,               0.006733,               0.006733
                    101,                 1.4345,                 1.0774,                 1.5468,                0.77056,                0.59115,                0.65434,                 0.3708,                 1.4271,                0.93134,                 1.6319,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.4355,                 1.0714,                 1.5537,                0.76276,                0.59193,                0.65407,                0.37185,                 1.4233,                0.92853,                 1.6284,               0.006667,               0.006667,               0.006667
                    103,                 1.4338,                 1.0693,                 1.5515,                0.76878,                0.59282,                0.65496,                 0.3723,                 1.4183,                0.92472,                 1.6259,               0.006634,               0.006634,               0.006634
                    104,                 1.4288,                 1.0737,                 1.5515,                 0.7679,                0.58878,                0.65359,                0.37237,                 1.4167,                0.92256,                 1.6264,               0.006601,               0.006601,               0.006601
                    105,                 1.4386,                 1.0781,                  1.555,                0.76691,                0.59098,                0.65569,                0.37321,                  1.416,                0.92326,                 1.6264,               0.006568,               0.006568,               0.006568
                    106,                 1.4332,                 1.0774,                 1.5501,                0.76626,                0.58987,                0.65407,                0.37365,                 1.4147,                0.92132,                 1.6254,               0.006535,               0.006535,               0.006535
                    107,                 1.4328,                 1.0761,                 1.5518,                0.77871,                0.58815,                0.65646,                0.37325,                 1.4131,                0.92023,                 1.6229,               0.006502,               0.006502,               0.006502
                    108,                 1.4284,                 1.0649,                 1.5521,                0.76886,                 0.5926,                0.65598,                 0.3733,                  1.411,                0.91744,                  1.621,               0.006469,               0.006469,               0.006469
                    109,                 1.4372,                 1.0665,                  1.545,                0.76811,                0.59183,                0.65379,                0.37453,                 1.4109,                0.91544,                   1.62,               0.006436,               0.006436,               0.006436
                    110,                 1.4262,                 1.0597,                 1.5433,                0.77104,                0.59247,                0.65663,                0.37598,                 1.4122,                0.91235,                 1.6207,               0.006403,               0.006403,               0.006403
                    111,                 1.4449,                 1.0783,                 1.5545,                0.76937,                0.59684,                0.65822,                0.37646,                 1.4121,                0.91301,                 1.6202,                0.00637,                0.00637,                0.00637
                    112,                  1.427,                 1.0595,                 1.5453,                0.77364,                0.59657,                0.65909,                0.37693,                 1.4085,                0.91217,                 1.6186,               0.006337,               0.006337,               0.006337
                    113,                 1.4227,                 1.0584,                 1.5441,                 0.7697,                0.59693,                 0.6597,                0.37789,                 1.4059,                0.90991,                 1.6168,               0.006304,               0.006304,               0.006304
                    114,                  1.416,                 1.0495,                 1.5378,                0.76849,                0.59847,                0.66015,                0.37853,                 1.4047,                 0.9075,                 1.6161,               0.006271,               0.006271,               0.006271
                    115,                 1.4207,                 1.0576,                 1.5398,                0.77218,                0.59938,                0.65952,                0.37871,                 1.4029,                 0.9068,                 1.6142,               0.006238,               0.006238,               0.006238
                    116,                 1.4126,                 1.0477,                 1.5404,                0.77194,                0.59676,                0.66021,                0.37925,                 1.4004,                0.90612,                  1.612,               0.006205,               0.006205,               0.006205
                    117,                 1.4155,                 1.0546,                 1.5363,                0.77331,                0.59901,                0.66036,                0.38055,                 1.3987,                0.90235,                 1.6105,               0.006172,               0.006172,               0.006172
                    118,                 1.4259,                  1.053,                 1.5456,                0.78427,                0.59401,                0.66135,                0.38173,                 1.3951,                0.89932,                  1.608,               0.006139,               0.006139,               0.006139
                    119,                 1.4104,                  1.051,                 1.5385,                0.78632,                0.59538,                 0.6616,                0.38236,                 1.3942,                0.89721,                 1.6072,               0.006106,               0.006106,               0.006106
                    120,                  1.411,                 1.0434,                 1.5338,                0.78028,                0.59692,                0.66179,                0.38261,                 1.3949,                0.89499,                 1.6073,               0.006073,               0.006073,               0.006073
                    121,                 1.4129,                 1.0447,                 1.5324,                 0.7777,                  0.601,                0.66256,                0.38304,                 1.3942,                0.89318,                 1.6061,                0.00604,                0.00604,                0.00604
                    122,                 1.4241,                 1.0593,                  1.543,                0.78254,                0.59741,                 0.6624,                0.38378,                 1.3942,                0.89128,                 1.6062,               0.006007,               0.006007,               0.006007
                    123,                 1.4186,                 1.0394,                 1.5375,                0.78851,                0.59807,                0.66459,                 0.3844,                 1.3929,                0.88912,                 1.6046,               0.005974,               0.005974,               0.005974
                    124,                 1.4046,                 1.0374,                 1.5347,                0.78995,                0.59913,                0.66573,                0.38559,                 1.3919,                0.88692,                 1.6037,               0.005941,               0.005941,               0.005941
                    125,                 1.4017,                  1.033,                 1.5218,                0.78643,                0.59959,                 0.6659,                0.38551,                  1.391,                0.88457,                 1.6027,               0.005908,               0.005908,               0.005908
                    126,                 1.4102,                 1.0438,                 1.5351,                0.78601,                0.59978,                0.66605,                0.38612,                 1.3892,                0.88273,                 1.6014,               0.005875,               0.005875,               0.005875
                    127,                 1.4114,                 1.0341,                 1.5301,                 0.7845,                0.60024,                0.66698,                0.38605,                 1.3883,                0.88165,                 1.6011,               0.005842,               0.005842,               0.005842
                    128,                 1.3891,                 1.0253,                 1.5155,                0.78113,                 0.5999,                0.66644,                0.38625,                 1.3862,                0.88023,                 1.6003,               0.005809,               0.005809,               0.005809
                    129,                 1.4031,                 1.0328,                 1.5316,                0.78152,                0.60081,                0.66619,                0.38665,                 1.3852,                0.87903,                 1.5991,               0.005776,               0.005776,               0.005776
                    130,                 1.4027,                 1.0252,                 1.5247,                0.77901,                0.60259,                0.66685,                0.38704,                 1.3846,                0.87824,                 1.5984,               0.005743,               0.005743,               0.005743
                    131,                 1.3989,                 1.0173,                 1.5279,                0.78145,                0.60292,                 0.6679,                0.38812,                 1.3831,                0.87656,                 1.5977,                0.00571,                0.00571,                0.00571
                    132,                 1.4041,                 1.0262,                 1.5232,                0.78396,                0.60447,                0.66803,                0.38844,                 1.3808,                0.87559,                 1.5962,               0.005677,               0.005677,               0.005677
                    133,                 1.3973,                 1.0222,                 1.5208,                0.78513,                0.60475,                0.66867,                0.38922,                 1.3799,                0.87371,                 1.5952,               0.005644,               0.005644,               0.005644
                    134,                 1.3855,                 1.0117,                 1.5249,                0.78895,                0.60446,                0.66891,                0.38945,                 1.3791,                0.87223,                 1.5945,               0.005611,               0.005611,               0.005611
                    135,                 1.3959,                 1.0262,                 1.5228,                0.79037,                0.60368,                0.66916,                0.38961,                 1.3773,                0.87099,                 1.5933,               0.005578,               0.005578,               0.005578
                    136,                 1.3883,                 1.0262,                 1.5111,                0.78965,                0.60522,                 0.6701,                0.39067,                 1.3762,                0.86984,                 1.5929,               0.005545,               0.005545,               0.005545
                    137,                 1.3789,                 1.0114,                 1.5113,                0.78721,                0.60627,                0.67065,                0.39103,                 1.3747,                0.86867,                  1.592,               0.005512,               0.005512,               0.005512
                    138,                 1.3964,                 1.0073,                 1.5239,                 0.7888,                0.60558,                0.67006,                0.39091,                 1.3724,                0.86693,                 1.5907,               0.005479,               0.005479,               0.005479
                    139,                 1.3885,                 1.0188,                 1.5196,                0.78943,                0.60994,                0.67082,                0.39187,                 1.3715,                0.86673,                 1.5896,               0.005446,               0.005446,               0.005446
                    140,                 1.3903,                 1.0248,                 1.5124,                0.78915,                0.60896,                0.67105,                 0.3923,                 1.3704,                0.86676,                 1.5887,               0.005413,               0.005413,               0.005413
